new_group	annotated_feature	max_area	annotated_feature_f
-3772	Chimeric MS/MS	2544000	Chimeric MS/MS
604	Unknown MS/MS	3175000	Unknown MS/MS
-3775	Unknown MS/MS	970700	Unknown MS/MS
-3777	Unknown MS/MS	825300	Unknown MS/MS
-3778	Unknown MS/MS	2797000	Unknown MS/MS
605	Unknown MS/MS	4304000	Unknown MS/MS
606	Annotated MS/MS	5377000	Annotated MS/MS
-3785	No MS/MS	1092000	No MS/MS
-3786	Annotated MS/MS	1169000	Annotated MS/MS
-3788	Unknown MS/MS	894300	Unknown MS/MS
165	Chimeric MS/MS	3853000	Chimeric MS/MS
-3798	Chimeric MS/MS	1497000	Chimeric MS/MS
-3799	Unknown MS/MS	1809000	Unknown MS/MS
-3801	Annotated MS/MS	1058000	Annotated MS/MS
-3804	No MS/MS	1468000	No MS/MS
-3805	Unknown MS/MS	1713000	Unknown MS/MS
608	Annotated MS/MS	245900000	Annotated MS/MS
607	Annotated MS/MS	27470000	Annotated MS/MS
-3822	Unknown MS/MS	5977000	Unknown MS/MS
609	Annotated MS/MS	10960000	Annotated MS/MS
-3825	No MS/MS	1603000	No MS/MS
-3828	Unknown MS/MS	2392000	Unknown MS/MS
610	Unknown MS/MS	3407000	Unknown MS/MS
611	Unknown MS/MS	1429000	Unknown MS/MS
166	Chimeric MS/MS	2685000	Chimeric MS/MS
-3842	Unknown MS/MS	1293000	Unknown MS/MS
-3843	Chimeric MS/MS	2456000	Chimeric MS/MS
167	Annotated MS/MS	13300000	Annotated MS/MS
-3848	Unknown MS/MS	816700	Unknown MS/MS
-3849	Annotated MS/MS	1777000	Annotated MS/MS
612	Annotated MS/MS	10430000	Annotated MS/MS
614	Annotated MS/MS	1220000	Annotated MS/MS
-3860	Chimeric MS/MS	2286000	Chimeric MS/MS
615	Annotated MS/MS	9247000	Annotated MS/MS
-3870	Chimeric MS/MS	1044000	Chimeric MS/MS
-3872	Unknown MS/MS	2665000	Unknown MS/MS
616	Unknown MS/MS	1584000	Unknown MS/MS
-3874	Chimeric MS/MS	1665000	Chimeric MS/MS
617	Annotated MS/MS	253500000	Annotated MS/MS
168	Unknown MS/MS	5276000	Unknown MS/MS
618	Annotated MS/MS	7157000	Annotated MS/MS
619	Unknown MS/MS	10700000	Unknown MS/MS
-3901	Chimeric MS/MS	1251000	Chimeric MS/MS
620	Unknown MS/MS	11980000	Unknown MS/MS
621	Unknown MS/MS	4500000	Unknown MS/MS
-3911	Chimeric MS/MS	947200	Chimeric MS/MS
-3912	Annotated MS/MS	1127000	Annotated MS/MS
622	Annotated MS/MS	4020000	Annotated MS/MS
-3915	Chimeric MS/MS	1646000	Chimeric MS/MS
623	Annotated MS/MS	14360000	Annotated MS/MS
624	Unknown MS/MS	2714000	Unknown MS/MS
-3928	Unknown MS/MS	1124000	Unknown MS/MS
625	Annotated MS/MS	212700000	Annotated MS/MS
-3941	Annotated MS/MS	4504000	Annotated MS/MS
-3943	Unknown MS/MS	2623000	Unknown MS/MS
-3944	Unknown MS/MS	5487000	Unknown MS/MS
-3946	Unknown MS/MS	2641000	Unknown MS/MS
169	Annotated MS/MS	5624000	Annotated MS/MS
-3955	Unknown MS/MS	3236000	Unknown MS/MS
626	Unknown MS/MS	77390000	Unknown MS/MS
-3962	Unknown MS/MS	1121000	Unknown MS/MS
627	Annotated MS/MS	17810000	Annotated MS/MS
-3969	Unknown MS/MS	670500	Unknown MS/MS
628	Unknown MS/MS	82170000	Unknown MS/MS
-3977	Chimeric MS/MS	1057000	Chimeric MS/MS
629	Annotated MS/MS	141700000	Annotated MS/MS
630	Annotated MS/MS	2246000	Annotated MS/MS
-3996	Annotated MS/MS	2109000	Annotated MS/MS
631	Unknown MS/MS	14820000	Unknown MS/MS
632	Annotated MS/MS	7093000	Annotated MS/MS
-4005	Unknown MS/MS	2322000	Unknown MS/MS
-4006	Unknown MS/MS	1813000	Unknown MS/MS
634	Annotated MS/MS	15310000	Annotated MS/MS
635	Annotated MS/MS	6492000	Annotated MS/MS
-4019	Unknown MS/MS	2278000	Unknown MS/MS
-4021	Unknown MS/MS	1251000	Unknown MS/MS
-4022	Unknown MS/MS	1339000	Unknown MS/MS
636	Unknown MS/MS	16290000	Unknown MS/MS
-4026	Unknown MS/MS	1091000	Unknown MS/MS
-4027	Unknown MS/MS	3400000	Unknown MS/MS
-4028	Unknown MS/MS	1435000	Unknown MS/MS
639	Annotated MS/MS	69230000	Annotated MS/MS
-4045	Annotated MS/MS	1039000	Annotated MS/MS
-4047	No MS/MS	898800	No MS/MS
-4048	Unknown MS/MS	6556000	Unknown MS/MS
-4049	Unknown MS/MS	2537000	Unknown MS/MS
170	Unknown MS/MS	2655000	Unknown MS/MS
641	Unknown MS/MS	27910000	Unknown MS/MS
640	Annotated MS/MS	5412000	Annotated MS/MS
642	Annotated MS/MS	7885000	Annotated MS/MS
-4065	Unknown MS/MS	1358000	Unknown MS/MS
-4066	No MS/MS	1244000	No MS/MS
-4067	Unknown MS/MS	1386000	Unknown MS/MS
171	Unknown MS/MS	7002000	Unknown MS/MS
643	Unknown MS/MS	1207000	Unknown MS/MS
-4075	Unknown MS/MS	3467000	Unknown MS/MS
644	Annotated MS/MS	10070000	Annotated MS/MS
645	Chimeric MS/MS	13560000	Chimeric MS/MS
-4089	Unknown MS/MS	1254000	Unknown MS/MS
-4095	Annotated MS/MS	1694000	Annotated MS/MS
-4098	Unknown MS/MS	10930000	Unknown MS/MS
647	Unknown MS/MS	1003000	Unknown MS/MS
-4103	Unknown MS/MS	1872000	Unknown MS/MS
649	Annotated MS/MS	30780000	Annotated MS/MS
648	Annotated MS/MS	3205000	Annotated MS/MS
-4117	Annotated MS/MS	4983000	Annotated MS/MS
-4121	Annotated MS/MS	13550000	Annotated MS/MS
172	Unknown MS/MS	44500000	Unknown MS/MS
-4131	Unknown MS/MS	1122000	Unknown MS/MS
173	Unknown MS/MS	2636000	Unknown MS/MS
-4134	Chimeric MS/MS	1306000	Chimeric MS/MS
174	Chimeric MS/MS	2559000	Chimeric MS/MS
-4136	Chimeric MS/MS	997700	Chimeric MS/MS
-4138	Chimeric MS/MS	1217000	Chimeric MS/MS
650	Annotated MS/MS	16060000	Annotated MS/MS
-4148	Annotated MS/MS	1182000	Annotated MS/MS
-4150	Chimeric MS/MS	1169000	Chimeric MS/MS
651	Annotated MS/MS	3159000	Annotated MS/MS
-4152	Annotated MS/MS	1159000	Annotated MS/MS
175	Chimeric MS/MS	3083000	Chimeric MS/MS
-4161	Unknown MS/MS	1886000	Unknown MS/MS
652	Unknown MS/MS	1980000	Unknown MS/MS
-4164	Chimeric MS/MS	4607000	Chimeric MS/MS
176	Unknown MS/MS	2536000	Unknown MS/MS
653	Annotated MS/MS	5590000	Annotated MS/MS
-4178	Annotated MS/MS	17930000	Annotated MS/MS
654	Annotated MS/MS	25480000	Annotated MS/MS
655	Annotated MS/MS	2482000	Annotated MS/MS
-4195	Unknown MS/MS	1654000	Unknown MS/MS
-4196	Unknown MS/MS	1313000	Unknown MS/MS
177	Chimeric MS/MS	2004000	Chimeric MS/MS
-4203	Unknown MS/MS	1157000	Unknown MS/MS
-4205	Unknown MS/MS	1296000	Unknown MS/MS
-4206	Chimeric MS/MS	1732000	Chimeric MS/MS
-4207	Annotated MS/MS	1380000	Annotated MS/MS
-4209	Annotated MS/MS	5115000	Annotated MS/MS
656	Annotated MS/MS	5510000	Annotated MS/MS
-4219	Chimeric MS/MS	1555000	Chimeric MS/MS
-4221	Unknown MS/MS	960200	Unknown MS/MS
657	Chimeric MS/MS	1012000	Chimeric MS/MS
658	Annotated MS/MS	15510000	Annotated MS/MS
-4231	Unknown MS/MS	1322000	Unknown MS/MS
-4232	Unknown MS/MS	2576000	Unknown MS/MS
659	Annotated MS/MS	19500000	Annotated MS/MS
660	Unknown MS/MS	1772000	Unknown MS/MS
-4243	Chimeric MS/MS	766200	Chimeric MS/MS
-4244	Chimeric MS/MS	962800	Chimeric MS/MS
661	Annotated MS/MS	7178000	Annotated MS/MS
-4248	Unknown MS/MS	1884000	Unknown MS/MS
662	No MS/MS	5096000	No MS/MS
-4258	Unknown MS/MS	1511000	Unknown MS/MS
-4259	No MS/MS	719300	No MS/MS
-4260	Unknown MS/MS	815700	Unknown MS/MS
-4261	Unknown MS/MS	1200000	Unknown MS/MS
663	Annotated MS/MS	13410000	Annotated MS/MS
-4269	Chimeric MS/MS	871900	Chimeric MS/MS
664	Annotated MS/MS	13570000	Annotated MS/MS
178	Unknown MS/MS	1857000	Unknown MS/MS
665	Unknown MS/MS	1828000	Unknown MS/MS
-4281	No MS/MS	890900	No MS/MS
-4283	Chimeric MS/MS	607000	Chimeric MS/MS
666	Annotated MS/MS	10200000	Annotated MS/MS
-4294	Unknown MS/MS	1013000	Unknown MS/MS
667	Annotated MS/MS	13830000	Annotated MS/MS
668	Unknown MS/MS	5249000	Unknown MS/MS
-4309	Chimeric MS/MS	801100	Chimeric MS/MS
179	Annotated MS/MS	10770000	Annotated MS/MS
669	Annotated MS/MS	10220000	Annotated MS/MS
-4320	Annotated MS/MS	2420000	Annotated MS/MS
180	Chimeric MS/MS	3023000	Chimeric MS/MS
-4327	Unknown MS/MS	1970000	Unknown MS/MS
-4328	Chimeric MS/MS	784400	Chimeric MS/MS
-4329	Unknown MS/MS	926200	Unknown MS/MS
671	Annotated MS/MS	12250000	Annotated MS/MS
-4339	Unknown MS/MS	1151000	Unknown MS/MS
673	Chimeric MS/MS	8735000	Chimeric MS/MS
-4346	Unknown MS/MS	5222000	Unknown MS/MS
674	Annotated MS/MS	7591000	Annotated MS/MS
-4352	Unknown MS/MS	8625000	Unknown MS/MS
675	Annotated MS/MS	8080000	Annotated MS/MS
-4359	Unknown MS/MS	2036000	Unknown MS/MS
676	Annotated MS/MS	16570000	Annotated MS/MS
677	Chimeric MS/MS	17290000	Chimeric MS/MS
-4376	Chimeric MS/MS	1843000	Chimeric MS/MS
679	Annotated MS/MS	5216000	Annotated MS/MS
181	Chimeric MS/MS	15910000	Chimeric MS/MS
-4398	Annotated MS/MS	5037000	Annotated MS/MS
-4399	Annotated MS/MS	1146000	Annotated MS/MS
680	Annotated MS/MS	5252000	Annotated MS/MS
681	Annotated MS/MS	18540000	Annotated MS/MS
-4413	Chimeric MS/MS	957300	Chimeric MS/MS
-4414	Unknown MS/MS	1238000	Unknown MS/MS
-4415	Unknown MS/MS	922600	Unknown MS/MS
-4416	Unknown MS/MS	1328000	Unknown MS/MS
682	Annotated MS/MS	13630000	Annotated MS/MS
-4422	Unknown MS/MS	2270000	Unknown MS/MS
-4423	Unknown MS/MS	3050000	Unknown MS/MS
182	Unknown MS/MS	7159000	Unknown MS/MS
-4426	Unknown MS/MS	1608000	Unknown MS/MS
-4432	Chimeric MS/MS	1188000	Chimeric MS/MS
683	Unknown MS/MS	3055000	Unknown MS/MS
-4436	Chimeric MS/MS	1008000	Chimeric MS/MS
-4438	Unknown MS/MS	2957000	Unknown MS/MS
684	Annotated MS/MS	17730000	Annotated MS/MS
-4449	Annotated MS/MS	3523000	Annotated MS/MS
685	Annotated MS/MS	2728000	Annotated MS/MS
686	Unknown MS/MS	26260000	Unknown MS/MS
687	Annotated MS/MS	3293000	Annotated MS/MS
-4456	Chimeric MS/MS	1794000	Chimeric MS/MS
688	Unknown MS/MS	3873000	Unknown MS/MS
-4458	Unknown MS/MS	1963000	Unknown MS/MS
-4461	Chimeric MS/MS	1001000	Chimeric MS/MS
689	Annotated MS/MS	17730000	Annotated MS/MS
690	Annotated MS/MS	12410000	Annotated MS/MS
691	Annotated MS/MS	2210000	Annotated MS/MS
-4478	Annotated MS/MS	1546000	Annotated MS/MS
-4479	Unknown MS/MS	739800	Unknown MS/MS
-4481	Chimeric MS/MS	936400	Chimeric MS/MS
692	Unknown MS/MS	3839000	Unknown MS/MS
-4488	Unknown MS/MS	1556000	Unknown MS/MS
-4490	Annotated MS/MS	4653000	Annotated MS/MS
694	Annotated MS/MS	2519000	Annotated MS/MS
-4499	Chimeric MS/MS	769800	Chimeric MS/MS
183	Annotated MS/MS	16950000	Annotated MS/MS
-4503	Annotated MS/MS	1371000	Annotated MS/MS
-4505	Unknown MS/MS	1577000	Unknown MS/MS
-4507	Annotated MS/MS	1056000	Annotated MS/MS
184	Unknown MS/MS	8007000	Unknown MS/MS
-4516	No MS/MS	1617000	No MS/MS
-4519	Unknown MS/MS	1403000	Unknown MS/MS
695	Annotated MS/MS	14180000	Annotated MS/MS
-4527	Chimeric MS/MS	1840000	Chimeric MS/MS
696	Chimeric MS/MS	4564000	Chimeric MS/MS
-4534	No MS/MS	897000	No MS/MS
697	Unknown MS/MS	8151000	Unknown MS/MS
698	Annotated MS/MS	1581000	Annotated MS/MS
-4548	Annotated MS/MS	8847000	Annotated MS/MS
185	Annotated MS/MS	1.42e+08	Annotated MS/MS
-4552	Chimeric MS/MS	1403000	Chimeric MS/MS
699	Annotated MS/MS	5367000	Annotated MS/MS
-4564	Unknown MS/MS	1399000	Unknown MS/MS
700	Unknown MS/MS	2466000	Unknown MS/MS
-4569	Unknown MS/MS	852100	Unknown MS/MS
-4574	Annotated MS/MS	5279000	Annotated MS/MS
703	Annotated MS/MS	6083000	Annotated MS/MS
702	Unknown MS/MS	2300000	Unknown MS/MS
704	Unknown MS/MS	2286000	Unknown MS/MS
-4588	Unknown MS/MS	6316000	Unknown MS/MS
707	No MS/MS	3858000	No MS/MS
-4593	No MS/MS	1599000	No MS/MS
706	Unknown MS/MS	26620000	Unknown MS/MS
-4596	Chimeric MS/MS	2702000	Chimeric MS/MS
-4600	Unknown MS/MS	2633000	Unknown MS/MS
708	Unknown MS/MS	4343000	Unknown MS/MS
-4602	Chimeric MS/MS	1814000	Chimeric MS/MS
711	Annotated MS/MS	241600000	Annotated MS/MS
-4621	Chimeric MS/MS	1603000	Chimeric MS/MS
712	Annotated MS/MS	6334000	Annotated MS/MS
713	Unknown MS/MS	1334000	Unknown MS/MS
-4632	Unknown MS/MS	1105000	Unknown MS/MS
187	Unknown MS/MS	7783000	Unknown MS/MS
-4644	No MS/MS	3104000	No MS/MS
-4646	Unknown MS/MS	1107000	Unknown MS/MS
-4647	Chimeric MS/MS	1438000	Chimeric MS/MS
714	Unknown MS/MS	7707000	Unknown MS/MS
715	Annotated MS/MS	2177000	Annotated MS/MS
716	Annotated MS/MS	5918000	Annotated MS/MS
-4658	Chimeric MS/MS	1382000	Chimeric MS/MS
188	Annotated MS/MS	296300000	Annotated MS/MS
-4675	Chimeric MS/MS	950900	Chimeric MS/MS
-4676	Chimeric MS/MS	935800	Chimeric MS/MS
189	Unknown MS/MS	4739000	Unknown MS/MS
717	No MS/MS	796000	No MS/MS
-4687	Annotated MS/MS	1009000	Annotated MS/MS
718	Annotated MS/MS	4513000	Annotated MS/MS
-4690	Chimeric MS/MS	984600	Chimeric MS/MS
-4699	Unknown MS/MS	1234000	Unknown MS/MS
-4702	Unknown MS/MS	929300	Unknown MS/MS
190	Unknown MS/MS	1233000	Unknown MS/MS
719	Unknown MS/MS	3344000	Unknown MS/MS
720	Chimeric MS/MS	3430000	Chimeric MS/MS
-4713	Annotated MS/MS	697400	Annotated MS/MS
-4717	Chimeric MS/MS	857200	Chimeric MS/MS
-4718	Chimeric MS/MS	635500	Chimeric MS/MS
721	Chimeric MS/MS	979500	Chimeric MS/MS
-4720	Chimeric MS/MS	9e+05	Chimeric MS/MS
-4725	Unknown MS/MS	452100	Unknown MS/MS
-4726	Chimeric MS/MS	1057000	Chimeric MS/MS
-4727	Unknown MS/MS	2173000	Unknown MS/MS
722	Chimeric MS/MS	915200	Chimeric MS/MS
723	Annotated MS/MS	2442000	Annotated MS/MS
-4735	Unknown MS/MS	9e+05	Unknown MS/MS
-4738	Chimeric MS/MS	877700	Chimeric MS/MS
-4740	Chimeric MS/MS	811200	Chimeric MS/MS
-4741	Unknown MS/MS	569500	Unknown MS/MS
-4742	Annotated MS/MS	1583000	Annotated MS/MS
-4743	Annotated MS/MS	1494000	Annotated MS/MS
-4744	Chimeric MS/MS	766900	Chimeric MS/MS
191	Chimeric MS/MS	5629000	Chimeric MS/MS
192	Unknown MS/MS	5019000	Unknown MS/MS
-4762	Chimeric MS/MS	865700	Chimeric MS/MS
-4763	No MS/MS	739100	No MS/MS
193	Unknown MS/MS	14840000	Unknown MS/MS
-4774	Chimeric MS/MS	924400	Chimeric MS/MS
-4776	Chimeric MS/MS	1081000	Chimeric MS/MS
-4777	No MS/MS	606800	No MS/MS
724	Unknown MS/MS	3996000	Unknown MS/MS
-4782	Unknown MS/MS	754900	Unknown MS/MS
-4784	Chimeric MS/MS	606100	Chimeric MS/MS
725	No MS/MS	2122000	No MS/MS
194	Unknown MS/MS	5629000	Unknown MS/MS
726	Chimeric MS/MS	765500	Chimeric MS/MS
-4799	Unknown MS/MS	2659000	Unknown MS/MS
-4800	Chimeric MS/MS	667200	Chimeric MS/MS
-4801	No MS/MS	552800	No MS/MS
-4805	Unknown MS/MS	480400	Unknown MS/MS
727	Unknown MS/MS	7214000	Unknown MS/MS
-4810	Unknown MS/MS	788400	Unknown MS/MS
-4811	Unknown MS/MS	967100	Unknown MS/MS
-4813	Chimeric MS/MS	645200	Chimeric MS/MS
195	Unknown MS/MS	13960000	Unknown MS/MS
197	Unknown MS/MS	3705000	Unknown MS/MS
-4834	Unknown MS/MS	682200	Unknown MS/MS
-4835	Unknown MS/MS	426500	Unknown MS/MS
-4836	Unknown MS/MS	1165000	Unknown MS/MS
-4837	Unknown MS/MS	878000	Unknown MS/MS
728	Annotated MS/MS	1955000	Annotated MS/MS
729	Unknown MS/MS	2459000	Unknown MS/MS
730	Unknown MS/MS	4642000	Unknown MS/MS
731	Unknown MS/MS	1187000	Unknown MS/MS
-4853	Unknown MS/MS	892100	Unknown MS/MS
198	Unknown MS/MS	933000	Unknown MS/MS
-4858	Unknown MS/MS	581100	Unknown MS/MS
732	Chimeric MS/MS	14700000	Chimeric MS/MS
199	Unknown MS/MS	2050000	Unknown MS/MS
734	Unknown MS/MS	625000	Unknown MS/MS
200	No MS/MS	1101000	No MS/MS
735	Unknown MS/MS	2034000	Unknown MS/MS
-4886	Unknown MS/MS	495700	Unknown MS/MS
201	Chimeric MS/MS	3320000	Chimeric MS/MS
-4892	Unknown MS/MS	457100	Unknown MS/MS
-4894	Unknown MS/MS	581400	Unknown MS/MS
-4896	Unknown MS/MS	1046000	Unknown MS/MS
736	Annotated MS/MS	751700	Annotated MS/MS
-4903	Chimeric MS/MS	433700	Chimeric MS/MS
-4904	Unknown MS/MS	588300	Unknown MS/MS
202	Chimeric MS/MS	1123000	Chimeric MS/MS
-4908	Unknown MS/MS	1261000	Unknown MS/MS
-4912	Unknown MS/MS	443200	Unknown MS/MS
737	Unknown MS/MS	5388000	Unknown MS/MS
-4915	Unknown MS/MS	666900	Unknown MS/MS
738	Unknown MS/MS	2140000	Unknown MS/MS
-4919	Unknown MS/MS	732000	Unknown MS/MS
-4921	Unknown MS/MS	4779000	Unknown MS/MS
-4922	Unknown MS/MS	4080000	Unknown MS/MS
-4923	Unknown MS/MS	720800	Unknown MS/MS
-4928	Unknown MS/MS	616000	Unknown MS/MS
741	Chimeric MS/MS	6952000	Chimeric MS/MS
203	Annotated MS/MS	1802000	Annotated MS/MS
-4943	Unknown MS/MS	1221000	Unknown MS/MS
-4951	Unknown MS/MS	484800	Unknown MS/MS
204	Annotated MS/MS	20660000	Annotated MS/MS
743	Unknown MS/MS	24770000	Unknown MS/MS
-4958	Unknown MS/MS	474400	Unknown MS/MS
-4961	Unknown MS/MS	596600	Unknown MS/MS
-4964	Unknown MS/MS	538000	Unknown MS/MS
-4969	Unknown MS/MS	1474000	Unknown MS/MS
744	Unknown MS/MS	1903000	Unknown MS/MS
745	Unknown MS/MS	1257000	Unknown MS/MS
205	Annotated MS/MS	2320000	Annotated MS/MS
746	Unknown MS/MS	1828000	Unknown MS/MS
-4986	Unknown MS/MS	429200	Unknown MS/MS
-4989	Unknown MS/MS	568700	Unknown MS/MS
-4990	Chimeric MS/MS	381800	Chimeric MS/MS
-4991	Unknown MS/MS	502500	Unknown MS/MS
-4992	Unknown MS/MS	372000	Unknown MS/MS
-4993	Unknown MS/MS	362900	Unknown MS/MS
-4994	Unknown MS/MS	1045000	Unknown MS/MS
-4995	Unknown MS/MS	808200	Unknown MS/MS
-4997	Unknown MS/MS	312700	Unknown MS/MS
-4998	Unknown MS/MS	755700	Unknown MS/MS
-5000	Unknown MS/MS	722400	Unknown MS/MS
-5002	Unknown MS/MS	1259000	Unknown MS/MS
-5003	Unknown MS/MS	606100	Unknown MS/MS
-5004	Chimeric MS/MS	570400	Chimeric MS/MS
206	Unknown MS/MS	376800	Unknown MS/MS
-5007	Unknown MS/MS	594100	Unknown MS/MS
-5009	Unknown MS/MS	928400	Unknown MS/MS
208	Unknown MS/MS	21010000	Unknown MS/MS
747	Annotated MS/MS	797700	Annotated MS/MS
-5025	Unknown MS/MS	852100	Unknown MS/MS
-5034	Unknown MS/MS	635900	Unknown MS/MS
210	Annotated MS/MS	424200	Annotated MS/MS
-5039	Unknown MS/MS	1145000	Unknown MS/MS
211	Annotated MS/MS	8650000	Annotated MS/MS
748	Chimeric MS/MS	619600	Chimeric MS/MS
749	Unknown MS/MS	2304000	Unknown MS/MS
-5060	Unknown MS/MS	1773000	Unknown MS/MS
751	Chimeric MS/MS	719700	Chimeric MS/MS
-5071	Unknown MS/MS	2685000	Unknown MS/MS
-5072	Unknown MS/MS	4455000	Unknown MS/MS
212	Annotated MS/MS	6481000	Annotated MS/MS
752	Annotated MS/MS	3370000	Annotated MS/MS
753	Unknown MS/MS	1136000	Unknown MS/MS
757	Unknown MS/MS	51590000	Unknown MS/MS
758	Unknown MS/MS	1459000	Unknown MS/MS
-5101	Unknown MS/MS	522100	Unknown MS/MS
759	Unknown MS/MS	1752000	Unknown MS/MS
-5110	Chimeric MS/MS	321800	Chimeric MS/MS
-5111	Unknown MS/MS	717900	Unknown MS/MS
-5112	Chimeric MS/MS	655600	Chimeric MS/MS
-5124	Unknown MS/MS	904900	Unknown MS/MS
-5129	Chimeric MS/MS	436400	Chimeric MS/MS
-5130	Chimeric MS/MS	608200	Chimeric MS/MS
-5137	Unknown MS/MS	1945000	Unknown MS/MS
763	Unknown MS/MS	546600	Unknown MS/MS
764	Unknown MS/MS	1020000	Unknown MS/MS
215	Annotated MS/MS	4922000	Annotated MS/MS
-5158	Chimeric MS/MS	381200	Chimeric MS/MS
-5162	Chimeric MS/MS	337200	Chimeric MS/MS
-5169	Unknown MS/MS	447200	Unknown MS/MS
-5170	Chimeric MS/MS	684200	Chimeric MS/MS
-5171	Unknown MS/MS	535100	Unknown MS/MS
-5172	Unknown MS/MS	1098000	Unknown MS/MS
-5174	Unknown MS/MS	1051000	Unknown MS/MS
216	Chimeric MS/MS	1408000	Chimeric MS/MS
-5183	Unknown MS/MS	2922000	Unknown MS/MS
-5185	Chimeric MS/MS	298200	Chimeric MS/MS
766	Unknown MS/MS	741200	Unknown MS/MS
-5190	Chimeric MS/MS	589900	Chimeric MS/MS
217	Annotated MS/MS	1817000	Annotated MS/MS
-5199	Chimeric MS/MS	462200	Chimeric MS/MS
218	Annotated MS/MS	2744000	Annotated MS/MS
767	Unknown MS/MS	2224000	Unknown MS/MS
768	Unknown MS/MS	1180000	Unknown MS/MS
-5215	Unknown MS/MS	779600	Unknown MS/MS
769	Annotated MS/MS	1082000	Annotated MS/MS
-5220	Unknown MS/MS	197900	Unknown MS/MS
219	Chimeric MS/MS	528800	Chimeric MS/MS
221	Unknown MS/MS	617200	Unknown MS/MS
-5241	Unknown MS/MS	503600	Unknown MS/MS
771	Unknown MS/MS	1518000	Unknown MS/MS
222	Unknown MS/MS	5470000	Unknown MS/MS
-5250	Unknown MS/MS	516600	Unknown MS/MS
773	Annotated MS/MS	2283000	Annotated MS/MS
-5257	Unknown MS/MS	385500	Unknown MS/MS
-5259	Unknown MS/MS	287000	Unknown MS/MS
223	Unknown MS/MS	937600	Unknown MS/MS
774	Unknown MS/MS	4678000	Unknown MS/MS
-5269	Unknown MS/MS	877500	Unknown MS/MS
-5279	Unknown MS/MS	296500	Unknown MS/MS
225	No MS/MS	528800	No MS/MS
-5282	Unknown MS/MS	607000	Unknown MS/MS
-5284	Unknown MS/MS	880700	Unknown MS/MS
226	Annotated MS/MS	1140000	Annotated MS/MS
-5292	Unknown MS/MS	517800	Unknown MS/MS
776	Unknown MS/MS	5055000	Unknown MS/MS
-5300	Unknown MS/MS	428500	Unknown MS/MS
-5301	Unknown MS/MS	429200	Unknown MS/MS
-5306	Chimeric MS/MS	409300	Chimeric MS/MS
-5307	Unknown MS/MS	497900	Unknown MS/MS
-5320	Unknown MS/MS	711400	Unknown MS/MS
-5325	Unknown MS/MS	1158000	Unknown MS/MS
-5329	Unknown MS/MS	513600	Unknown MS/MS
-5330	Chimeric MS/MS	1038000	Chimeric MS/MS
783	Unknown MS/MS	779800	Unknown MS/MS
-5334	Unknown MS/MS	520200	Unknown MS/MS
-5335	Unknown MS/MS	518100	Unknown MS/MS
784	Chimeric MS/MS	934400	Chimeric MS/MS
785	Annotated MS/MS	2220000	Annotated MS/MS
230	Chimeric MS/MS	2772000	Chimeric MS/MS
231	Chimeric MS/MS	570600	Chimeric MS/MS
-5366	Unknown MS/MS	1170000	Unknown MS/MS
-5369	Unknown MS/MS	324000	Unknown MS/MS
-5374	Unknown MS/MS	1615000	Unknown MS/MS
-5375	Unknown MS/MS	1222000	Unknown MS/MS
-5376	Unknown MS/MS	1904000	Unknown MS/MS
786	Unknown MS/MS	16100000	Unknown MS/MS
-5388	Unknown MS/MS	533700	Unknown MS/MS
-5391	No MS/MS	1076000	No MS/MS
-5392	Unknown MS/MS	672700	Unknown MS/MS
-5394	Unknown MS/MS	1152000	Unknown MS/MS
-5396	Unknown MS/MS	576800	Unknown MS/MS
234	Chimeric MS/MS	698900	Chimeric MS/MS
235	Chimeric MS/MS	22050000	Chimeric MS/MS
787	Unknown MS/MS	17280000	Unknown MS/MS
-5416	Chimeric MS/MS	457500	Chimeric MS/MS
788	Unknown MS/MS	481000	Unknown MS/MS
236	Chimeric MS/MS	3340000	Chimeric MS/MS
-5439	No MS/MS	669000	No MS/MS
-5441	Unknown MS/MS	812900	Unknown MS/MS
-5449	Unknown MS/MS	859100	Unknown MS/MS
790	Unknown MS/MS	10680000	Unknown MS/MS
237	Annotated MS/MS	12870000	Annotated MS/MS
-5476	Unknown MS/MS	558600	Unknown MS/MS
-5485	Unknown MS/MS	268300	Unknown MS/MS
238	Annotated MS/MS	33070000	Annotated MS/MS
239	Chimeric MS/MS	505400	Chimeric MS/MS
-5501	Chimeric MS/MS	999600	Chimeric MS/MS
-5505	Unknown MS/MS	5361000	Unknown MS/MS
-5512	Unknown MS/MS	1627000	Unknown MS/MS
-5531	Unknown MS/MS	294400	Unknown MS/MS
794	Unknown MS/MS	787800	Unknown MS/MS
795	Chimeric MS/MS	998400	Chimeric MS/MS
-5549	Unknown MS/MS	598100	Unknown MS/MS
-5551	Unknown MS/MS	789500	Unknown MS/MS
242	Annotated MS/MS	24200000	Annotated MS/MS
-5600	Unknown MS/MS	275400	Unknown MS/MS
-5610	Chimeric MS/MS	404500	Chimeric MS/MS
796	Chimeric MS/MS	2161000	Chimeric MS/MS
243	Annotated MS/MS	1406000	Annotated MS/MS
797	Annotated MS/MS	681900	Annotated MS/MS
-5632	Unknown MS/MS	2576000	Unknown MS/MS
-5635	Unknown MS/MS	586100	Unknown MS/MS
246	Chimeric MS/MS	1770000	Chimeric MS/MS
-5640	Unknown MS/MS	728500	Unknown MS/MS
-5643	Chimeric MS/MS	987500	Chimeric MS/MS
