Source,Target,clique
12577,12578,True
26397,26407,True
9779,9781,True
11606,11623,True
10226,10241,True
14854,14922,True
5030,5039,True
19260,19261,True
12570,12575,True
1607,1665,True
7541,7550,True
2379,2410,True
29437,29447,True
14520,14524,True
24048,24079,True
9491,9499,True
22503,22889,True
6762,6765,True
2870,3401,True
15383,15387,True
11362,11384,True
32767,32778,True
14822,14825,True
12862,12868,True
15682,15683,True
23629,23637,True
6156,6174,True
5614,5625,True
14068,14070,True
12366,12371,True
18126,18140,True
1728,1783,True
23905,23922,True
7548,7566,True
9568,9574,True
17949,17955,True
12078,12089,True
18998,19008,True
14889,14892,True
6573,6583,True
29008,29017,True
13231,13236,True
23232,23240,True
29632,29635,True
22151,22154,True
13275,13279,True
19123,19124,True
13555,13562,True
13854,13858,True
6585,6593,True
25522,25523,True
13038,13043,True
7429,7443,True
23225,23237,True
9896,9911,True
9335,9349,True
22985,22996,True
25515,25520,True
17458,17465,True
5613,5615,True
11048,11062,True
17240,17242,True
6879,6895,True
13112,13113,True
17451,17462,True
3955,3959,True
26390,26393,True
13641,13642,True
15793,15806,True
17233,17239,True
13644,13647,True
12544,12548,True
20783,20839,True
35331,35370,True
15915,15917,True
13126,13132,True
13167,13170,True
25522,25536,True
10325,10330,True
28963,28964,True
26146,26383,True
13397,13403,True
18116,18202,True
20435,20506,True
11619,11645,True
14042,14043,True
8020,8045,True
18141,18151,True
1669,1808,True
14851,14855,True
13471,13473,True
14892,14893,True
1566,1572,True
13234,13237,True
6765,6779,True
13237,13242,True
16564,16568,True
12956,12963,True
30447,30453,True
13230,13239,True
17981,17990,True
20486,20979,True
5399,5416,True
3064,3067,True
11351,11355,True
24960,24964,True
16342,16347,True
11634,11643,True
22722,22733,True
14445,14446,True
10276,10279,True
11602,11610,True
16335,16344,True
11365,11374,True
11349,11366,True
6440,6443,True
25589,25781,True
1710,1714,True
2551,2559,True
11358,11371,True
6162,6169,True
17978,17998,True
11342,11363,True
2292,2335,True
4520,4521,True
23029,23041,True
13141,13143,True
15873,15882,True
12860,12864,True
30569,30577,True
12564,12573,True
12044,12049,True
11590,11613,True
20483,20694,True
5354,5363,True
35339,35341,True
30351,30354,True
12573,12578,True
14854,14856,True
6217,6226,True
9011,9089,True
9345,9379,True
21725,21738,True
24044,24079,True
14008,14017,True
2551,2572,True
2403,2408,True
13192,13202,True
22648,22652,True
15492,15493,True
7170,7204,True
15098,15108,True
12070,12078,True
13831,13832,True
1607,1720,True
25516,25666,True
16345,16348,True
11615,11619,True
2757,2761,True
16637,16641,True
20443,20490,True
13609,13611,True
7200,7204,True
18247,18256,True
14119,14127,True
14182,14183,True
13041,13046,True
16635,16716,True
13321,13329,True
21208,21232,True
12199,12205,True
24202,24614,True
12542,12544,True
22089,22149,True
2912,2941,True
26161,26383,True
20473,20490,True
5556,5567,True
10604,10605,True
29113,29125,True
13036,13052,True
14816,14819,True
6759,6764,True
29235,29236,True
27514,27524,True
14488,14495,True
13968,13971,True
13391,13401,True
18139,18147,True
13731,13735,True
14030,14031,True
26413,26432,True
18135,18149,True
18995,19007,True
29910,29940,True
4658,4659,True
14606,14608,True
19294,19303,True
4525,4544,True
2137,2140,True
13726,13741,True
27975,27976,True
14605,14612,True
13509,13514,True
1799,1852,True
12368,12377,True
19007,19017,True
4988,5473,True
1669,1742,True
27495,27524,True
14601,14614,True
10492,10498,True
15672,15692,True
2756,2764,True
2923,2941,True
18139,18160,True
18999,19018,True
13583,13584,True
14030,14044,True
17751,17755,True
11862,11872,True
11581,11593,True
11364,11366,True
25492,25540,True
4094,4105,True
6958,6963,True
13919,13920,True
10887,10889,True
25527,25534,True
13638,13641,True
22366,22389,True
14498,14499,True
1620,1863,True
10329,10332,True
12541,12547,True
11340,11359,True
13587,13595,True
17740,17754,True
25519,25535,True
30567,30573,True
26159,26161,True
29770,29771,True
22721,22738,True
9332,9361,True
13693,13698,True
18552,18571,True
12275,12283,True
26391,26403,True
22203,22223,True
16506,16510,True
15126,15128,True
18973,18978,True
6876,6907,True
4488,4503,True
16156,16168,True
4787,4799,True
12567,12576,True
14848,14854,True
14328,14330,True
35203,35266,True
3198,3243,True
13767,13768,True
2890,2898,True
12910,12915,True
32339,32344,True
18109,18122,True
2760,2788,True
11340,11372,True
18968,19021,True
12455,12456,True
6994,7020,True
19302,19311,True
19261,19273,True
14966,14967,True
16336,16341,True
4056,4068,True
13257,13265,True
11877,11883,True
11347,11388,True
13320,13321,True
18975,19037,True
20200,20582,True
28019,28021,True
11362,11373,True
13331,13335,True
28213,28237,True
14191,14193,True
16643,16649,True
2567,2571,True
31153,31154,True
21740,22303,True
25544,25554,True
26423,26425,True
13138,13142,True
18150,18257,True
1700,1710,True
26397,26409,True
7179,7200,True
24995,25002,True
8918,8929,True
12570,12577,True
11369,11389,True
12589,12590,True
20570,20586,True
14520,14526,True
21670,22136,True
15944,15951,True
12071,12075,True
11362,11386,True
13444,13454,True
15376,15386,True
12083,12085,True
29004,29008,True
9681,9746,True
1706,1730,True
23455,23459,True
12366,12373,True
1709,1735,True
23174,23180,True
23454,23463,True
16018,16021,True
18131,18257,True
4088,4127,True
25124,25129,True
8748,8760,True
17407,17408,True
9331,9340,True
12419,12421,True
1762,1783,True
23447,23460,True
6335,6528,True
13282,13284,True
27959,27966,True
13001,13005,True
13042,13043,True
5152,5165,True
27102,27113,True
15793,15795,True
11605,11615,True
13045,13048,True
13231,13238,True
11343,11349,True
5495,5504,True
18584,18589,True
18161,18257,True
25163,25178,True
17462,17465,True
25522,25525,True
13038,13045,True
16365,16371,True
25525,25530,True
4627,4647,True
28597,28603,True
16708,16710,True
11099,11110,True
25515,25522,True
9917,9972,True
10601,10604,True
6473,6475,True
13393,13394,True
4656,5055,True
17240,17244,True
14533,14535,True
8401,8665,True
18033,18048,True
17532,17537,True
13965,13970,True
11343,11362,True
11623,11645,True
1518,1520,True
15127,15129,True
1817,1853,True
24835,24837,True
13056,13075,True
13696,13701,True
14260,14268,True
18148,18156,True
14039,14040,True
27519,27535,True
1854,1856,True
14042,14045,True
13802,13804,True
20469,20506,True
13241,13242,True
14492,14510,True
35377,35380,True
11003,11011,True
14614,14621,True
7178,7179,True
13234,13239,True
17985,17990,True
22264,22288,True
20868,20898,True
9399,9591,True
11859,11871,True
31815,32012,True
2422,2434,True
18973,19033,True
3449,3469,True
3561,3939,True
12905,12919,True
13230,13241,True
21701,22067,True
14669,14678,True
8780,8795,True
18148,18169,True
3231,3246,True
16339,16344,True
24059,24070,True
22264,22409,True
8729,8749,True
16342,16349,True
11354,11362,True
7553,7591,True
11634,11645,True
2776,2787,True
13584,13594,True
4087,4106,True
35439,35453,True
16634,16642,True
6878,6900,True
11365,11376,True
1656,1709,True
19433,19785,True
14219,14226,True
17531,17540,True
26407,26415,True
11342,11365,True
14848,14922,True
13141,13145,True
13440,13441,True
30569,30579,True
12564,12575,True
9343,9379,True
12863,12871,True
10903,10914,True
9482,9494,True
30351,30356,True
9526,9537,True
19262,19270,True
19391,19680,True
6217,6228,True
30354,30361,True
11356,11384,True
12916,12919,True
22043,22130,True
13196,13202,True
17948,17949,True
14059,14065,True
15666,15675,True
18978,18989,True
13539,13541,True
15397,15487,True
23770,23778,True
14008,14019,True
2551,2574,True
14634,14710,True
1570,1655,True
15492,15495,True
16178,16237,True
13831,13834,True
12993,12994,True
29630,29633,True
14133,14135,True
21379,21453,True
17955,17965,True
20582,20651,True
5505,5510,True
18575,18582,True
14706,14707,True
2757,2763,True
19158,19162,True
17737,17742,True
16637,16643,True
23240,23855,True
13048,13051,True
27104,27120,True
23663,24446,True
6919,6927,True
22479,22710,True
16644,16767,True
9222,9223,True
13110,13111,True
2573,2575,True
20442,20469,True
13321,13331,True
14181,14189,True
14244,14245,True
10056,10065,True
24431,24439,True
5087,5091,True
4237,4655,True
26003,26028,True
35519,35529,True
3363,3633,True
30364,30365,True
13402,13404,True
12586,12589,True
18021,18036,True
13446,13447,True
11615,11634,True
13676,13680,True
26144,26152,True
20576,20590,True
18147,18148,True
2757,2776,True
12538,12548,True
25347,25350,True
27215,27230,True
13391,13403,True
8864,9003,True
2082,2085,True
18139,18149,True
14011,14020,True
2126,2128,True
2573,2588,True
3672,3691,True
13513,13514,True
10072,10086,True
18132,18146,True
18992,19004,True
12955,12957,True
12416,12420,True
29633,29634,True
13276,13278,True
18135,18151,True
13235,13240,True
10695,10708,True
20435,20442,True
2137,2142,True
1576,1580,True
14605,14614,True
13509,13516,True
26103,26393,True
17397,17404,True
4607,4615,True
4651,4658,True
21675,21706,True
22084,22399,True
10429,10444,True
10489,10495,True
11053,11062,True
29877,29886,True
18139,18162,True
14144,14148,True
13583,13586,True
2535,2538,True
10595,10598,True
11925,11930,True
3735,3989,True
10037,10041,True
2768,2776,True
28281,28290,True
9863,9925,True
3628,3634,True
22713,22728,True
18992,19017,True
17536,17539,True
10887,10891,True
25527,25536,True
13638,13643,True
14438,14450,True
5369,5409,True
15878,15883,True
26406,26407,True
24518,24555,True
5341,5347,True
4761,4772,True
18109,18111,True
2760,2777,True
3663,4271,True
25309,25313,True
13139,13141,True
18130,18170,True
20471,20499,True
30570,30580,True
19261,19262,True
13693,13700,True
16444,16452,True
12571,12576,True
18164,18168,True
12914,12915,True
18113,18122,True
15126,15130,True
18973,18980,True
11537,11538,True
32343,32344,True
4056,4057,True
4620,4624,True
14848,14856,True
13468,13474,True
23015,23042,True
21338,21373,True
32339,32346,True
11340,11374,True
17702,17706,True
20869,21339,True
30120,30128,True
14963,14964,True
23729,23738,True
19005,19026,True
11367,11369,True
19928,19940,True
9366,9374,True
11606,11614,True
22994,22996,True
5461,5482,True
20457,20469,True
10569,10571,True
6400,6404,True
13320,13323,True
1711,1713,True
15033,15036,True
2567,2573,True
1665,1718,True
18126,18131,True
2299,2758,True
12297,12299,True
20445,20472,True
20464,20485,True
7548,7557,True
8748,8749,True
15948,15951,True
13966,13969,True
12570,12579,True
14810,14819,True
5672,5678,True
20910,20922,True
6762,6769,True
11362,11388,True
14822,14829,True
15723,15725,True
24303,24309,True
22642,22648,True
32829,32842,True
23700,23750,True
22645,22653,True
13504,13507,True
12083,12087,True
29905,29906,True
20272,20786,True
14367,14370,True
12366,12375,True
15719,15727,True
1829,1839,True
11610,11611,True
12750,12752,True
9908,9912,True
12189,12190,True
11048,11053,True
6879,6886,True
10812,10813,True
11051,11058,True
12182,12187,True
13042,13045,True
15793,15797,True
25529,25530,True
12204,12205,True
11624,11630,True
16092,16093,True
13344,13346,True
5495,5506,True
11384,11389,True
19123,19128,True
25163,25180,True
18974,19005,True
25522,25527,True
13038,13047,True
3109,3111,True
13917,13918,True
27526,27527,True
16365,16373,True
25525,25532,True
17975,17988,True
28597,28605,True
15614,15687,True
13680,13682,True
11619,11636,True
17458,17469,True
30566,30567,True
10601,10606,True
11609,11628,True
6473,6477,True
14492,14499,True
4771,4778,True
18872,18886,True
14832,14833,True
19004,19005,True
28671,28675,True
23623,23637,True
18033,18050,True
15925,15929,True
4017,4023,True
17232,17247,True
35354,35358,True
18889,19203,True
18037,18169,True
11343,11364,True
1675,1735,True
15915,15921,True
15127,15131,True
15168,15169,True
13167,13174,True
26415,26575,True
13186,13187,True
24835,24839,True
13510,13513,True
14496,14510,True
30317,30334,True
14039,14042,True
9334,9343,True
10774,10776,True
17974,17978,True
25525,25666,True
7175,7176,True
13234,13241,True
13817,13821,True
17705,17709,True
1735,1762,True
16564,16572,True
24835,24852,True
25399,25648,True
11358,11362,True
1861,1874,True
19525,19548,True
20839,20842,True
11342,11354,True
9902,9921,True
24056,24067,True
22748,22753,True
2783,2792,True
29220,29253,True
9463,9470,True
2373,2399,True
17243,17247,True
11133,11136,True
27493,27497,True
11136,11141,True
11356,11373,True
16445,16449,True
24782,25046,True
13946,13948,True
1656,1711,True
4500,4920,True
6169,6176,True
11349,11370,True
24044,24070,True
14569,14570,True
11727,11730,True
6159,6168,True
2551,2563,True
24819,24820,True
12911,12914,True
6442,6456,True
11342,11367,True
15098,15099,True
18110,18121,True
13141,13147,True
12860,12868,True
12564,12577,True
9016,9023,True
13484,13486,True
15872,15890,True
19824,19830,True
17936,17941,True
24819,24941,True
12557,12574,True
11356,11386,True
9525,9543,True
19536,19548,True
2539,2566,True
2038,2055,True
2838,2862,True
13259,13260,True
13539,13543,True
12417,12419,True
23817,23855,True
15489,15492,True
15492,15497,True
16178,16239,True
10803,10806,True
29630,29635,True
13853,13854,True
12753,12755,True
13553,13562,True
12192,12193,True
29113,29116,True
3895,3897,True
13036,13043,True
11615,11623,True
6907,6919,True
18575,18584,True
2757,2765,True
8665,8698,True
11958,11962,True
10017,10018,True
4389,4405,True
17737,17744,True
27514,27515,True
10880,10881,True
9412,9615,True
1871,1891,True
16120,16126,True
1642,1802,True
11371,11384,True
13110,13113,True
29117,29127,True
13840,13898,True
3823,3849,True
12542,12548,True
18135,18140,True
1778,1784,True
18995,18998,True
16994,17003,True
29223,29230,True
7557,7566,True
12929,12930,True
18114,18202,True
19007,19008,True
27495,27515,True
22765,22786,True
27498,27520,True
14601,14605,True
8753,8760,True
21104,21879,True
18139,18151,True
3033,3063,True
6093,6311,True
30951,30958,True
21901,21930,True
23341,23363,True
12073,12083,True
13513,13516,True
9344,9349,True
6763,6779,True
18992,19006,True
2635,2650,True
25244,25466,True
29633,29636,True
12955,12959,True
11602,11643,True
10695,10710,True
18308,18310,True
7169,7174,True
17337,17355,True
12087,12102,True
25520,25522,True
13571,13578,True
18130,18159,True
13870,13874,True
10489,10497,True
8302,8312,True
2772,2776,True
4942,4957,True
10554,10562,True
17533,17536,True
5068,5069,True
17536,17541,True
20435,20457,True
11347,11366,True
13594,13602,True
14779,14782,True
19357,19605,True
11470,11473,True
21805,21831,True
18109,18113,True
24836,24866,True
11340,11363,True
16448,16452,True
2763,2784,True
13139,13143,True
30567,30577,True
6774,6779,True
35539,35556,True
12666,12667,True
12086,12092,True
10684,10685,True
7917,7925,True
12571,12578,True
15864,15879,True
32353,32354,True
28452,28453,True
25262,25324,True
15126,15132,True
32343,32346,True
12397,12398,True
23725,23729,True
23469,23480,True
30124,30128,True
21234,21318,True
3258,3261,True
28668,28687,True
18978,19033,True
12910,12919,True
16798,16807,True
4673,4674,True
11340,11376,True
14973,14974,True
10111,10126,True
24258,24579,True
24060,24069,True
16063,16065,True
20462,20694,True
14963,14966,True
11654,11657,True
3046,3499,True
20445,20461,True
6187,6406,True
4967,4976,True
6407,6409,True
6899,6908,True
11367,11371,True
5030,5032,True
8918,8920,True
6901,6917,True
26409,26410,True
2571,2573,True
9491,9492,True
2574,2578,True
11204,11205,True
2567,2575,True
30573,30583,True
11594,11619,True
1665,1720,True
13138,13146,True
25906,25910,True
24526,24528,True
11606,11629,True
25669,25674,True
12078,12082,True
14010,14014,True
14870,14872,True
6961,6981,True
5073,5092,True
10071,10309,True
27102,27104,True
1711,1728,True
17620,17628,True
1681,1785,True
13511,13512,True
35083,35285,True
11037,11041,True
8893,8997,True
5787,5788,True
12366,12377,True
1709,1739,True
18986,19004,True
5550,5552,True
2128,2137,True
12750,12754,True
23438,23459,True
12189,12192,True
2411,2425,True
19127,19128,True
17451,17455,True
15670,15692,True
13042,13047,True
25529,25532,True
13045,13052,True
11605,11619,True
25979,26034,True
17462,17469,True
18974,19007,True
16154,16155,True
25314,25351,True
22642,22663,True
25522,25529,True
10605,10606,True
22626,22655,True
13917,13920,True
26146,26147,True
9896,9917,True
9789,9791,True
25525,25534,True
14496,14499,True
20294,20560,True
27516,27521,True
18019,18033,True
18986,19017,True
4967,5473,True
12539,12547,True
25515,25526,True
35683,35707,True
17010,17015,True
1831,1863,True
14533,14539,True
19001,19002,True
19004,19007,True
13691,13698,True
13735,13741,True
15361,15364,True
11343,11366,True
28453,28454,True
18037,18171,True
23465,23467,True
2659,2661,True
16154,16168,True
24775,24790,True
12905,12910,True
13510,13515,True
25178,25180,True
21529,21537,True
25529,25666,True
18148,18160,True
35664,35707,True
13443,13461,True
8729,8740,True
11010,11018,True
24055,24356,True
9334,9345,True
10774,10778,True
11634,11636,True
14662,14666,True
30442,30452,True
31813,31822,True
7175,7178,True
11602,11603,True
16335,16337,True
18953,19203,True
13026,13028,True
11365,11367,True
11349,11359,True
13816,13827,True
24044,24059,True
18048,18050,True
14440,14445,True
26108,26110,True
6890,6901,True
11358,11364,True
1842,1863,True
13639,13642,True
20839,20844,True
11342,11356,True
13642,13647,True
17981,17996,True
28338,28342,True
9920,9940,True
6971,6974,True
30569,30570,True
12564,12566,True
6155,6159,True
18131,18169,True
34847,34872,True
5354,5356,True
21695,21704,True
6217,6219,True
16165,16168,True
18976,19200,True
2753,2807,True
5586,5598,True
1656,1713,True
6169,6178,True
18978,18980,True
3574,3939,True
11349,11372,True
3481,3482,True
14850,14851,True
14008,14010,True
18161,18169,True
17080,17083,True
13472,13478,True
12911,12916,True
11342,11369,True
19270,19273,True
23441,23449,True
12564,12579,True
12904,12913,True
15724,15728,True
13764,13771,True
9895,9896,True
19037,19156,True
14063,14067,True
21824,21831,True
18982,18991,True
15374,15386,True
11353,11383,True
20213,20250,True
35663,35673,True
19265,19279,True
20466,20467,True
11356,11388,True
22043,22134,True
11589,11596,True
35019,35113,True
16016,16021,True
13259,13262,True
24807,24825,True
16287,16292,True
3137,3160,True
17966,17970,True
5308,5603,True
11371,11373,True
22179,22180,True
10230,10236,True
12417,12421,True
14490,14521,True
21898,21901,True
11348,11389,True
13321,13322,True
1952,1953,True
12741,12747,True
9899,9907,True
21901,21906,True
20461,20473,True
5802,5845,True
11603,11615,True
10242,10246,True
31051,31057,True
13853,13856,True
1711,1783,True
18582,18589,True
18159,18257,True
9425,9435,True
13036,13045,True
9875,9900,True
12538,12539,True
11958,11964,True
28595,28603,True
13609,13617,True
2019,2020,True
14812,14814,True
11371,11386,True
13391,13394,True
18139,18140,True
20442,20473,True
13321,13335,True
9690,9746,True
18992,18995,True
18140,18257,True
14587,14588,True
12586,12593,True
22647,22648,True
1799,1845,True
12368,12370,True
12087,12091,True
11359,11389,True
1669,1735,True
14318,14319,True
30955,30958,True
9896,9972,True
27498,27522,True
22916,22957,True
11588,11626,True
30201,30203,True
13803,13809,True
13283,13285,True
17455,17457,True
1845,1853,True
3672,3695,True
13453,13467,True
12073,12085,True
15794,15796,True
7176,7179,True
2556,2588,True
18992,19008,True
12955,12961,True
13856,13857,True
14656,14664,True
11602,11645,True
6079,6085,True
19354,19360,True
4616,4668,True
17230,17231,True
4761,4763,True
19117,19124,True
23850,23858,True
12500,12502,True
2760,2768,True
13587,13588,True
17740,17747,True
13571,13580,True
18130,18161,True
13870,13876,True
26390,26575,True
9893,9916,True
30570,30571,True
13353,13357,True
25002,25009,True
35356,35609,True
3395,3400,True
13582,13594,True
19382,19664,True
16997,17006,True
28344,28350,True
12567,12569,True
21434,21890,True
28665,28671,True
22048,22049,True
2830,2840,True
15878,15887,True
11470,11475,True
18109,18115,True
11340,11365,True
16448,16454,True
2763,2786,True
13139,13145,True
12903,12905,True
30567,30579,True
1814,1819,True
14043,14046,True
24851,24853,True
19261,19266,True
20539,20637,True
18164,18172,True
19005,19017,True
1826,1829,True
12914,12919,True
13818,13820,True
13257,13258,True
32346,32353,True
6148,6174,True
17709,17713,True
23768,23778,True
6050,6053,True
14350,14354,True
11643,11645,True
11362,11366,True
17702,17710,True
13873,13877,True
14963,14968,True
12735,12745,True
12795,12796,True
11374,11376,True
13885,13887,True
1936,1943,True
13324,13325,True
1718,1720,True
29428,29437,True
13950,13952,True
2291,2292,True
12292,12296,True
2571,2575,True
14242,14245,True
6226,6228,True
1943,1959,True
35262,35276,True
17843,17847,True
9767,9779,True
14815,14817,True
17263,17272,True
15394,15396,True
7545,7556,True
18126,18135,True
1709,1728,True
30935,30937,True
23454,23456,True
13138,13148,True
9549,9556,True
14017,14019,True
32973,32999,True
24231,24316,True
17628,17629,True
26397,26415,True
14061,14062,True
8748,8753,True
17949,17950,True
2559,2578,True
19260,19269,True
14010,14016,True
23450,23458,True
5152,5158,True
2571,2588,True
24048,24087,True
13511,13514,True
6916,6917,True
26392,26421,True
1713,1739,True
16583,16587,True
13555,13557,True
12994,12995,True
22642,22652,True
27113,27120,True
9896,9906,True
9335,9344,True
11594,11634,True
14367,14374,True
14707,14708,True
8818,8825,True
18126,18148,True
35664,35683,True
18986,19006,True
5550,5554,True
13610,13614,True
21676,21748,True
12189,12194,True
15800,15804,True
16641,16649,True
26327,26332,True
35528,35529,True
25318,25351,True
17450,17461,True
2253,2255,True
21369,21453,True
20440,20495,True
18074,18079,True
25529,25534,True
1782,1852,True
29912,29926,True
13038,13051,True
13318,13334,True
26146,26149,True
25525,25536,True
19525,19526,True
15101,15106,True
18148,18149,True
5550,5567,True
14023,14025,True
17010,17017,True
2093,2094,True
14470,14485,True
5406,5522,True
9504,9516,True
10383,10387,True
2754,2779,True
13691,13700,True
1566,1567,True
13193,13194,True
6765,6774,True
9345,9348,True
1675,1739,True
24044,24048,True
24835,24843,True
9237,9293,True
13230,13234,True
13229,13238,True
6760,6780,True
17981,17985,True
18148,18162,True
31817,31822,True
23819,23822,True
18150,18171,True
14602,14617,True
10153,10167,True
30442,30454,True
13584,13587,True
4947,4957,True
10275,10278,True
12207,12210,True
26843,26854,True
11365,11369,True
19926,19940,True
3096,3135,True
17985,17996,True
22718,22730,True
16402,16514,True
26108,26112,True
13359,13361,True
18973,19039,True
11358,11366,True
13639,13644,True
17531,17533,True
9751,9756,True
29127,29322,True
30579,30580,True
11342,11358,True
34964,35274,True
28338,28344,True
11360,11375,True
18980,19200,True
35538,35546,True
12000,12001,True
16172,16173,True
12731,12745,True
18131,18171,True
17841,17843,True
20443,20472,True
26409,26575,True
17087,17088,True
21347,21373,True
11349,11374,True
3481,3484,True
19010,19200,True
5368,5377,True
14569,14574,True
30365,30368,True
23770,23771,True
14868,14870,True
2551,2567,True
6852,6853,True
18161,18171,True
13192,13197,True
26407,26421,True
10031,10052,True
2912,2923,True
19033,19039,True
3256,3258,True
6003,6009,True
14063,14069,True
30184,30185,True
17394,17396,True
11589,11598,True
27104,27113,True
18247,18251,True
13558,13560,True
5289,5326,True
28774,28779,True
13321,13324,True
29117,29118,True
14181,14182,True
16932,16934,True
7211,7213,True
13084,13088,True
15835,15840,True
11962,11964,True
3946,3947,True
13036,13047,True
9875,9902,True
9787,9789,True
12538,12541,True
28595,28605,True
10877,10880,True
7549,7558,True
34134,34146,True
11500,11502,True
14812,14816,True
11371,11388,True
20458,20483,True
14011,14013,True
13734,13735,True
13453,13456,True
23621,23637,True
16824,16825,True
11363,11389,True
18976,18989,True
8634,8655,True
1838,1839,True
9293,9294,True
13446,13453,True
13726,13736,True
35282,35299,True
4308,4312,True
4528,4544,True
6756,6767,True
9875,9915,True
4068,4071,True
22079,22085,True
12991,12994,True
18130,18150,True
24769,24790,True
19929,19930,True
5504,5506,True
12959,12961,True
14380,14381,True
34375,34450,True
1782,1799,True
4942,4948,True
13283,13287,True
18983,19005,True
17455,17459,True
13582,13583,True
17754,17755,True
24319,24446,True
25898,26223,True
9388,9396,True
4075,4087,True
26025,26035,True
19294,19311,True
25527,25529,True
13918,13919,True
17230,17233,True
1735,1808,True
23850,23860,True
11595,11644,True
12541,12542,True
9900,9921,True
11340,11354,True
19759,19761,True
30567,30568,True
25519,25530,True
30570,30573,True
1977,1987,True
16446,16454,True
18113,18115,True
17533,17540,True
29765,29772,True
9107,9130,True
13988,13991,True
11347,11370,True
12567,12571,True
24515,24519,True
35543,35558,True
11189,11198,True
4761,4778,True
2760,2783,True
11340,11367,True
2312,2327,True
25534,25666,True
2763,2788,True
27930,27931,True
13060,13083,True
13139,13147,True
19847,19887,True
2762,2792,True
9594,9598,True
19261,19268,True
24761,25046,True
24835,25032,True
2537,2566,True
17706,17710,True
13257,13260,True
9069,9080,True
17046,17142,True
25208,25213,True
11942,11943,True
17702,17712,True
28018,28020,True
2372,2391,True
13593,13596,True
22889,23030,True
11594,11610,True
29110,29157,True
6685,6687,True
1637,1649,True
10857,10859,True
16125,16129,True
35527,35684,True
20445,20465,True
14184,14185,True
7548,7550,True
11997,12000,True
2087,2114,True
13588,13602,True
22527,22533,True
12570,12572,True
11369,11384,True
12850,12855,True
24758,24761,True
6400,6410,True
11327,11387,True
1711,1719,True
1656,1783,True
12292,12298,True
20440,20471,True
12739,12758,True
26147,26148,True
13838,13898,True
9222,9271,True
22288,22409,True
1864,1897,True
9553,9556,True
12565,12578,True
29221,29230,True
12064,12067,True
9767,9781,True
8755,8758,True
11594,11623,True
15114,15115,True
14534,14540,True
18687,18699,True
12366,12368,True
18986,18995,True
23270,23637,True
12078,12086,True
18998,19005,True
15169,15172,True
3264,3271,True
11605,11610,True
29868,29872,True
12071,12083,True
13511,13516,True
26392,26423,True
13555,13559,True
12994,12997,True
13854,13855,True
18974,18998,True
17613,17629,True
13318,13323,True
10775,10779,True
13056,13057,True
17975,17981,True
20435,20490,True
17395,17406,True
31045,31053,True
11619,11629,True
18986,19008,True
21907,21912,True
17458,17462,True
5550,5556,True
23438,23463,True
29126,29127,True
13610,13616,True
17949,17965,True
15800,15806,True
3334,3343,True
12015,12016,True
13042,13051,True
25529,25536,True
11605,11623,True
30022,30029,True
11343,11357,True
1675,1728,True
17232,17240,True
18037,18162,True
9861,9927,True
3109,3117,True
13318,13336,True
19525,19528,True
15681,15683,True
18148,18151,True
24856,24891,True
11813,11922,True
2093,2096,True
10153,10156,True
8773,8774,True
18141,18148,True
15412,15414,True
11804,11809,True
11611,11643,True
23453,23461,True
13237,13239,True
28453,28458,True
23465,23471,True
12956,12960,True
17988,17990,True
24476,24498,True
31263,31265,True
12905,12914,True
29007,29017,True
20886,20910,True
7170,7175,True
30447,30450,True
28666,28687,True
11342,11347,True
22150,22154,True
8780,8790,True
17981,17987,True
26041,26047,True
20492,20498,True
11354,11357,True
20274,20275,True
11356,11366,True
13584,13589,True
18143,18170,True
18616,18619,True
19003,19028,True
20443,20461,True
15307,15310,True
11365,11371,True
11349,11363,True
6679,6685,True
7539,7543,True
2551,2556,True
34055,34297,True
26108,26114,True
9751,9758,True
26407,26410,True
3108,3147,True
6782,6783,True
18110,18114,True
17530,17539,True
23232,23855,True
16969,16977,True
3943,3948,True
12860,12861,True
9763,9997,True
12564,12570,True
12044,12046,True
12863,12866,True
8608,8696,True
11202,11205,True
30571,30583,True
13994,13995,True
30354,30356,True
13136,13146,True
13196,13197,True
18168,18176,True
11349,11376,True
12398,12399,True
14850,14855,True
15149,15151,True
8900,8925,True
14008,14014,True
14868,14872,True
35397,35400,True
2403,2405,True
31269,31271,True
15406,15487,True
17080,17087,True
29910,29911,True
13553,13555,True
35320,35338,True
18575,18577,True
3248,3261,True
8948,8979,True
16637,16638,True
33145,33163,True
9389,9395,True
13857,13858,True
23426,23451,True
18488,18544,True
6401,6407,True
13321,13326,True
19021,19044,True
14181,14184,True
16333,16348,True
11603,11619,True
13043,13052,True
35099,35167,True
4806,4807,True
14754,14756,True
8978,8979,True
27521,27524,True
1818,1849,True
9787,9791,True
12538,12543,True
5098,5100,True
8630,8646,True
29515,29516,True
27514,27521,True
4521,4530,True
8948,8992,True
27498,27513,True
20285,20786,True
14011,14015,True
26149,26383,True
20461,20490,True
14014,14020,True
3823,3855,True
12375,12377,True
18995,19004,True
8978,8992,True
22647,22652,True
1675,1783,True
12368,12374,True
13508,13515,True
1669,1739,True
27495,27521,True
27498,27526,True
15222,15224,True
14601,14611,True
22847,23356,True
9893,9907,True
10492,10495,True
12959,12963,True
26029,26035,True
33960,33981,True
18983,19007,True
16015,16028,True
23530,23534,True
15794,15800,True
1784,1810,True
12205,12208,True
14155,14157,True
4976,5473,True
13594,13595,True
23636,23637,True
17747,17754,True
19319,19343,True
